SD_SCHUL_CODE,SCHUL_NM,subject_count,subjects
7010063,고척고등학교,62,[보강]융합과학|[보강]진로활동|[보강]체육 전공 실기 기초|경제|경제 수학|고전 읽기|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|논술|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 문화|스포츠 생활|심화 국어|언어와 매체|여행지리|영어Ⅰ|영어Ⅱ|영어권 문화|운동과 건강|윤리와 사상|융합과학|음악|음악 감상과 비평|음악 연주|일본어Ⅰ|일본어Ⅱ|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육 전공 실기 기초|통합과학1|통합사회1|한국사1|한국지리|한문Ⅰ|화학Ⅰ|화학Ⅱ|확률과 통계
7010064,공항고등학교,65,[보강]물리학Ⅰ|[보강]물리학Ⅱ|[보강]사회·문화|[보강]정치와 법|가정과학|경제|경제 수학|공통국어1|공통수학1|공통영어1|공학 일반|과학탐구실험1|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계 문제와 미래 사회|세계사|세계지리|수학Ⅰ|스포츠 생활|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|음악|음악 감상과 비평|음악 연주|인공지능 기초|인공지능 수학|일본 문화|일본어Ⅰ|일본어Ⅱ|자율활동|정치와 법|지구과학Ⅰ|지구과학Ⅱ|지역 이해|진로활동|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한국지리|현대 세계의 변화|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010065,관악고등학교,59,[보강]공통수학1|[보강]인공지능과 미래사회|[보강]진로활동|[보강]한국사1|경제|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|독서|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|실용 수학|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악 감상과 비평|인공지능과 미래사회|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010066,광남고등학교,70,[보강]공통영어1|[보강]미술|[보강]수학Ⅰ|[보강]운동과 건강|[보강]진로 영어|[보강]진로활동|[보강]체육|경제|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|기술·가정|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영미 문학 읽기|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|인공지능 기초|일본어 회화Ⅰ|일본어Ⅰ|자율·자치활동|자율활동|정보|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육|체육1|통합과학1|통합사회1|통합수학Ⅰ|프로그래밍|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010067,광양고등학교,68,[보강]스포츠 생활|[보강]운동과 건강|[보강]체육 전공 실기 기초|[보강]체육1|경제|경제 수학|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기하|논술|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|실용 경제|심화 국어|언어와 매체|여행지리|영미 문학 읽기|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 연주|인공지능 기초|일본어 회화Ⅰ|일본어Ⅰ|자율·자치활동|자율활동|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로와 직업|진로활동|체육 전공 실기 기초|체육1|통합과학1|통합사회1|한국사1|한국지리|현대문학 감상|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7010068,구로고등학교,73,[보강]공통국어1|[보강]스포츠 생활|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|공통영어1_이동101|공통영어1_이동102|공통영어1_이동103|공통영어1_이동104|공통영어1_이동105|공통영어1_이동106|공통영어1_이동107|공통영어1_이동108|공통영어1_이동109|공통영어1_이동110|공통영어1_이동111|공통영어1_이동112|공통영어1_이동113|공통영어1_이동114|공통영어1_이동115|공통영어1_이동116|과학탐구실험1|기술·가정|기하|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스페인어Ⅰ|스페인어권 문화|스포츠 생활|심화 국어|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|인공지능 기초|정보|정치와 법|중국 문화|중국어Ⅰ|지구과학Ⅰ|지구과학Ⅱ|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010069,구일고등학교,68,[보강]생명과학Ⅰ|[보강]진로활동|[보강]화학 실험|[보강]화학Ⅱ|경제|고전 읽기|공중 보건|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|동아리활동|동아시아사|문학|물리학 실험|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 전공 실기|미적분|사회·문화|사회문제 탐구|생명과학 실험|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|실용 국어|심화 국어|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|인공지능 기초|일본어 회화Ⅰ|일본어Ⅰ|자율활동|정보|정치와 법|중국어 회화Ⅰ|중국어Ⅰ|지구과학 실험|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육1|통합과학1|통합사회1|한국사1|한국지리|한문|화법과 작문|화학 실험|화학Ⅰ|화학Ⅱ|확률과 통계
7010071,금옥여자고등학교,68,[보강]공통국어1|[보강]문학|[보강]심화 국어|[보강]화법과 작문|경제|공통국어1|공통수학1|공통영어1|과학과제 연구|과학탐구실험1|기술·가정|기하|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 전공 실기|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|수학과제 탐구|스포츠 생활|심리학|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영어Ⅰ|영어Ⅱ|운동과 건강|윤리와 사상|음악|음악 연주|음악 전공 실기|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|정치와 법|중국 문화|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|진로와 직업|진로활동|체육 전공 실기 기초|체육 탐구|체육1|통합과학1|통합사회1|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계
7010072,금천고등학교,139,경제A|경제B|공통국어1|공통수학1|공통영어1|과학사D|과학탐구실험1|기하3+4|기하5+6|기하7+8|독서|동아리활동|동아시아사A|동아시아사B|드로잉1+2|물리학ⅠB|물리학ⅠC|물리학ⅡE|물리학ⅡF|미술|미술 전공 실기C|미술 창작|미적분E|미적분F|미적분G|미적분H|사회·문화C|사회·문화D|사회·문화E|사회·문화F|사회·문화G|사회문제 탐구C|사회문제 탐구D|사회문제 탐구E|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅡA|생명과학ⅡB|생명과학ⅡC|생명과학ⅡD|생활과 윤리A|생활과 윤리B|생활과 윤리H|생활과 윤리I|생활과 윤리J|세계사A|세계사B|세계사C|세계지리A|수학Ⅰ|스포츠 생활|스포츠 생활A|스포츠 생활B|스포츠 생활C|스포츠 생활D|스포츠 생활E|스포츠 생활F|스포츠 생활H|스포츠 생활I|심리학B|심리학F|심리학J|심화 국어F|심화 국어G|심화 국어H|언어와 매체1+2|언어와 매체3+4|언어와 매체5+6|언어와 매체7+8|여행지리C|여행지리D|영어 독해와 작문A|영어 독해와 작문B|영어 독해와 작문C|영어 독해와 작문D|영어 독해와 작문E|영어 독해와 작문F|영어 독해와 작문G|영어 독해와 작문I|영어Ⅰ|영어권 문화E|운동과 건강|윤리와 사상|윤리와 사상A2|윤리와 사상B|윤리와 사상C|음악|음악 감상과 비평|음악 연주J|인공지능 기초A|인공지능 기초B|인공지능 기초J|일본어Ⅰ|일본어ⅡG|일본어ⅡH|자율·자치활동|자율활동|정치와 법C|지구과학ⅠA|지구과학ⅠB1|지구과학ⅠB2|지구과학ⅠC1|지구과학ⅠC2|지구과학ⅡG|지구과학ⅡH|지구과학ⅡI|진로와 직업|진로활동|진로활동E2|체육 탐구A|체육1|통합과학1|통합사회1|한국사1|한국지리I|한국지리J|화법과 작문A|화법과 작문B|화법과 작문C|화법과 작문D|화법과 작문G|화법과 작문H|화법과 작문I|화법과 작문J|화학ⅠA|화학ⅠB|화학ⅠC|화학ⅡH|화학ⅡI|화학ⅡJ|확률과 통계A|확률과 통계D|확률과 통계E|확률과 통계F|확률과 통계G|확률과 통계H|확률과 통계I|확률과 통계J
7010074,대영고등학교,190,[보강]경제 수학|[보강]기하|[보강]기하C|[보강]미술 감상과 비평F|[보강]지구과학Ⅱ|[보강]체육1|[보강]통합과학1|경제 수학B|경제B|경제C|고전 읽기A|고전 읽기B|고전 읽기C|고전 읽기D|고전 읽기E|공통국어1|공통수학1|공통영어1|과학탐구실험1|교육학G|교육학I|교육학직업|기술·가정|기하B|기하C|기하D|기하E|동아리활동|동아리활동직업|동아시아사C|문학|물리학ⅠA|물리학ⅠD|물리학ⅡD|미술|미술 감상과 비평A|미술 감상과 비평B|미술 감상과 비평D|미술 감상과 비평E|미술 감상과 비평G|미술 감상과 비평H|미술 감상과 비평I|미술 감상과 비평J|미술 창작E|미술 창작G|미적분A|미적분H|미적분J|보건A|보건G|사회·문화A|사회·문화E|사회·문화F|사회·문화H|사회문제 탐구C₁|사회문제 탐구C₂|사회문제 탐구D|사회문제 탐구G|생명과학ⅠA|생명과학ⅠB|생명과학ⅠC|생명과학ⅠD|생명과학ⅠE|생명과학ⅡC|생명과학ⅡI|생활과 과학C|생활과 과학H|생활과 윤리B|생활과 윤리C|생활과 윤리D|생활과 윤리J|세계사A|세계사B|세계사D|세계지리A|세계지리B|세계지리C|세계지리D|수학Ⅰ|스포츠 생활A|스포츠 생활B|스포츠 생활D|스포츠 생활E|스포츠 생활F|스포츠 생활G|스포츠 생활H|스포츠 생활I|스포츠 생활J|실용 영어B|실용 영어G|실용 영어I|심리학B|심리학D|심리학E|심화 국어A|심화 국어H|언어와 매체B|언어와 매체D|언어와 매체E|여행지리C|여행지리J|영어 독해와 작문B|영어 독해와 작문D|영어 독해와 작문F₁|영어 독해와 작문F₂|영어 독해와 작문H₁|영어 독해와 작문H₂|영어 독해와 작문I|영어Ⅰ|운동과 건강|윤리와 사상A|윤리와 사상B|윤리와 사상C|윤리와 사상D|윤리와 사상E|음악|음악 감상과 비평E|음악 감상과 비평I|일본어Ⅰ2-1|일본어Ⅰ2-2|일본어Ⅰ2-3|일본어Ⅰ2-4|일본어ⅠA|일본어ⅠB|일본어ⅠC|일본어ⅠD|일본어ⅡA|일본어ⅡF|일본어ⅡG|자율활동직업|정보A|정보E|정보F|정보H|정보I|중국어ⅠC|중국어Ⅱ|지구과학ⅠA|지구과학ⅠB|지구과학ⅠC|지구과학ⅠD|지구과학ⅠE|지구과학ⅡC|지구과학ⅡI|진로활동|진로활동A(보)|진로활동A(환)|진로활동A-(기가실)|진로활동B(심)|진로활동B-(기가실)|진로활동C-(204)|진로활동C-(기가실)|진로활동D(심)|진로활동D-(204)|진로활동E(심)|진로활동G(교)|진로활동G(보)|진로활동G(환)|진로활동I(교)|진로활동J(환)|진로활동직업|체육 탐구E|체육 탐구F|체육 탐구J|체육1|통합과학1|통합사회1|한국사1|한국지리F|한문|화법과 작문D|화법과 작문E|화법과 작문F|화법과 작문G|화법과 작문J|화학ⅠA|화학ⅠC|화학ⅠD|화학ⅡC|화학ⅡJ|확률과 통계A|확률과 통계B1|확률과 통계B2|확률과 통계H|확률과 통계I1|확률과 통계I2|확률과 통계J|환경A|환경G|환경J
7010075,동작고등학교,121,[보강]운동과 건강|[보강]한국지리|경제B|고전과 윤리C|고전과 윤리D|고전과 윤리E|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하C|기하D|데이터과학과 머신러닝|독서|동아리활동|동아리활동솔향2|동아시아사A|문학|물리학ⅠA|물리학ⅠE|물리학ⅡE|미술|미술 감상과 비평A|미술 감상과 비평E|미술 창작A|미술 창작B|미술 창작C|미술 창작D|미적분A|미적분C|미적분D|사회·문화A|사회·문화B|사회·문화C|사회·문화D|사회·문화E|사회문제 탐구A|사회문제 탐구B|사회문제 탐구C|사회문제 탐구D|사회문제 탐구E|생명과학ⅠB|생명과학ⅠC|생명과학ⅠD|생명과학ⅠE|생명과학ⅡA|생명과학ⅡE|생활과 과학B|생활과 과학C|생활과 과학D|생활과 과학E|생활과 윤리A|생활과 윤리B|생활과 윤리C|생활과 윤리D|생활과 윤리E|세계사A|세계지리A|세계지리B|세계지리C|수학Ⅰ|스포츠 생활|스포츠 생활솔향2|심화 국어 C|심화 국어E|언어와 매체B|언어와 매체C|여행지리A|여행지리B|여행지리D|여행지리E|영미 문학 읽기E|영어 독해와 작문|영어Ⅰ|영어권 문화B|영어권 문화C|운동과 건강|육상 운동C|육상 운동D|윤리와 사상A|윤리와 사상B|윤리와 사상C|윤리와 사상D|윤리와 사상E|음악|음악 감상과 비평B|음악 감상과 비평D|음악 연주A|음악 연주C|음악 연주D|음악 연주E|일본 문화|일본어Ⅰ|자율활동솔향2|정보|정치와 법D|정치와 법E|중국 문화|중국어Ⅰ|지구과학ⅠA|지구과학ⅠB|지구과학ⅠD|지구과학ⅡA|지구과학ⅡB|진로와 직업|진로활동|진로활동솔향2|체육1|통합과학1|통합사회1|한국사1|한국지리D|화법과 작문|화법과 작문C|화법과 작문D|화법과 작문E|화학ⅠA|화학ⅠB|화학ⅠE|화학ⅡB|확률과 통계
7010076,둔촌고등학교,69,[보강]논술|[보강]음악 감상과 비평|[보강]음악 연주|[보강]인공지능 기초|[보강]진로활동|경제|경제 수학|고전 읽기|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하|논술|동아리활동|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미술 창작|미적분|보건|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|심화 국어|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|영어권 문화|운동과 건강|윤리와 사상|음악|음악 감상과 비평|음악 연주|인공지능 기초|일본어Ⅰ|일본어Ⅱ|자율활동|정치와 법|중국어Ⅰ|중국어Ⅱ|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육 탐구|체육1|통합과학1|통합사회1|프랑스어Ⅰ|한국사1|한국지리|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7010077,면목고등학교,67,[보강]빅데이터 분석|[보강]자율활동|경제|경제 수학|고전과 윤리|공통국어1|공통수학1|공통영어1|과학탐구실험1|국제 경제|기하|논리학|논술|독서|동아시아사|문학|물리학Ⅰ|물리학Ⅱ|미술|미술 감상과 비평|미적분|빅데이터 분석|사회·문화|사회문제 탐구|생명과학Ⅰ|생명과학Ⅱ|생활과 과학|생활과 윤리|세계사|세계지리|수학Ⅰ|스포츠 생활|실용 영어|심화 국어|심화 영어Ⅰ|언어와 매체|여행지리|영어 독해와 작문|영어Ⅰ|운동과 건강|윤리와 사상|융합과학|음악|음악 감상과 비평|인공지능 기초|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정보|정치와 법|지구과학Ⅰ|지구과학Ⅱ|진로 영어|진로활동|체육 탐구|체육1|통합과학1|통합사회1|프로그래밍|한국사1|한문Ⅰ|화법과 작문|화학Ⅰ|화학Ⅱ|확률과 통계|환경
7010078,명일여자고등학교,107,[보강]논술|[보강]생활과 과학C|[보강]생활과 과학D|[보강]영미 문학 읽기|[보강]지구과학Ⅱ|[보강]진로활동|고전 읽기A|고전 읽기D|고전 읽기E|공통국어1|공통수학1|공통영어1|과학탐구실험1|기하C|기하D|논술|동아리활동|동아시아사D|문학|물리학ⅠA|물리학ⅠD|물리학ⅡB|미술|미술 전공 실기|미술 전공 실기C|미적분A|미적분D|미적분E|사생 및 백일장 창작한마당|사생 및 백일장 창작한마당(행사)|사생대회(1학년)|사생대회(행사)|사회·문화A|사회·문화B|사회·문화C|사회·문화D|사회문제 탐구|사회문제 탐구A|사회문제 탐구C|사회문제 탐구E|생명과학ⅠA|생명과학ⅠC|생명과학ⅠD|생명과학ⅡC|생명과학ⅡD|생활과 과학A|생활과 과학B|생활과 과학C|생활과 과학D|생활과 윤리A|생활과 윤리B|생활과 윤리D|생활과 윤리E|세계사B|세계사C|세계지리A|세계지리C|수학Ⅰ|수학과제 탐구B|수학과제 탐구C|수학과제 탐구E|스포츠 생활|언어와 매체|여행지리C|여행지리E|영미 문학 읽기A|영어 독해와 작문|영어Ⅰ|영어권 문화B|윤리와 사상A|윤리와 사상B1|윤리와 사상B2|윤리와 사상C|윤리와 사상D|음악|일본어Ⅰ|일본어Ⅱ|자율·자치활동|자율활동|정치와 법A|정치와 법D|주제탐구활동(3학년)|중국어Ⅰ|중국어Ⅱ|지구과학ⅠB|지구과학ⅠC|지구과학ⅡA|지구과학ⅡB|진로와 직업|진로활동|체육|체육1|통합과학1|통합사회1|한국사1|한국지리B|화법과 작문|화학ⅠA|화학ⅠB|화학ⅠD|화학ⅡE|확률과 통계A|확률과 통계B|확률과 통계C1|확률과 통계C2|확률과 통계D1|확률과 통계D2
